Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Global_Sales_Log
PC,2005,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27,6.6,0.8197798314933114
PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,8.1,0.8197798314933114
3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,8.7,0.8197798314933114
3DS,2012,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,6.3,0.8197798314933114
PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,8.9,0.8197798314933114
PS,1995,Racing,Electronic Arts,0.71,0.48,0.0,0.08,1.27,7.4,0.8197798314933114
2600,1981,Shooter,Imagic,1.18,0.08,0.0,0.01,1.27,7.4,0.8197798314933114
X360,2008,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.27,7.2,0.8197798314933114
XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27,9.1,0.8197798314933114
NES,1984,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27,7.4,0.8197798314933114
PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,6.2,0.8197798314933114
DS,2008,Adventure,Nintendo,0.75,0.39,0.0,0.12,1.27,7.6,0.8197798314933114
PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,8.5,0.8197798314933114
Wii,2008,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27,2.0,0.8197798314933114
PS3,2008,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,8.6,0.8197798314933114
X360,2011,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,6.3,0.8197798314933114
GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27,7.9,0.8197798314933114
PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0.0,0.16,1.27,7.4,0.8197798314933114
PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,6.3,0.8197798314933114
X360,2012,Action,THQ,0.72,0.44,0.0,0.11,1.27,8.0,0.8197798314933114
PS3,2013,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,8.5,0.8197798314933114
PS3,2013,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,4.9,0.8197798314933114
Wii,2010,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,8.1,0.8153648132841945
Wii,2007,Sports,Take-Two Interactive,0.39,0.72,0.0,0.15,1.26,5.8,0.8153648132841945
PS,1998,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26,7.5,0.8153648132841945
PC,2010,Sports,Sega,0.0,1.01,0.0,0.25,1.26,8.4,0.8153648132841945
PS,1998,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26,7.4,0.8153648132841945
PC,2003,Sports,Eidos Interactive,0.0,1.15,0.0,0.11,1.26,7.4,0.8153648132841945
PS,1998,Misc,Hasbro Interactive,0.99,0.22,0.0,0.04,1.26,7.1,0.8153648132841945
DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,7.7,0.8153648132841945
PS3,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,7.2,0.8153648132841945
DS,2008,Action,Activision,0.56,0.56,0.0,0.14,1.25,7.4,0.8109302162163288
DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.77,0.37,0.0,0.11,1.25,8.9,0.8109302162163288
PS,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,8.0,0.8109302162163288
PS3,2013,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,6.3,0.8109302162163288
PS2,2008,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,7.4,0.8109302162163288
2600,2007,Action,Atari,1.17,0.07,0.0,0.01,1.25,7.4,0.8109302162163288
X360,2014,Action,Ubisoft,0.72,0.41,0.01,0.11,1.25,5.0,0.8109302162163288
PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,6.9,0.8109302162163288
NES,1988,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,7.8,0.8109302162163288
NES,1987,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,7.8,0.8109302162163288
PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,1.25,7.4,0.8109302162163288
X360,2005,Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,8.5,0.8109302162163288
GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,8.3,0.8109302162163288
PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,8.4,0.8109302162163288
PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,7.6,0.8109302162163288
PSV,2012,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,8.6,0.8109302162163288
3DS,2015,Role-Playing,Nintendo,0.48,0.35,0.34,0.08,1.25,8.8,0.8109302162163288
PC,2002,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,8.5,0.8109302162163288
DS,2007,Action,THQ,0.49,0.62,0.0,0.14,1.25,7.4,0.8109302162163288
PS2,2003,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,6.2,0.8109302162163288
PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,8.6,0.8109302162163288
PS,1998,Racing,Electronic Arts,1.05,0.16,0.0,0.04,1.25,7.4,0.8109302162163288
PS2,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,8.9,0.8064758658669485
Wii,2007,Sports,RTL,0.45,0.67,0.0,0.12,1.24,6.8,0.8064758658669485
PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,8.3,0.8064758658669485
PS,1997,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,9.0,0.8064758658669485
PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,7.7,0.8064758658669485
PS2,2008,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,6.9,0.8064758658669485
GB,1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24,7.5,0.8064758658669485
Wii,2007,Action,Warner Bros. Interactive Entertainment,0.69,0.42,0.0,0.12,1.24,7.8,0.8064758658669485
XB,2005,Action,Activision,0.82,0.38,0.0,0.04,1.24,8.1,0.8064758658669485
PS3,2009,Action,Activision,0.65,0.4,0.0,0.19,1.24,7.7,0.8064758658669485
DS,2007,Action,Activision,1.12,0.02,0.0,0.09,1.24,7.4,0.8064758658669485
PS3,2012,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23,6.4,0.8020015854720274
PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,4.6,0.8020015854720274
XOne,2016,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,5.9,0.8020015854720274
XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,8.8,0.8020015854720274
DS,2011,Racing,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,7.4,0.8020015854720274
XB,2002,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,8.1,0.8020015854720274
PS2,2004,Racing,Atari,0.6,0.47,0.0,0.16,1.23,5.5,0.8020015854720274
PSP,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,7.2,0.8020015854720274
PS,2003,Misc,Sony Computer Entertainment,0.69,0.47,0.0,0.08,1.23,7.1,0.8020015854720274
PS3,2014,Role-Playing,Square Enix,0.52,0.35,0.18,0.18,1.23,7.8,0.8020015854720274
X360,2012,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.23,8.5,0.8020015854720274
GB,2000,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23,7.5,0.8020015854720274
GBA,2003,Platform,THQ,0.88,0.33,0.0,0.02,1.23,7.3,0.8020015854720274
PS,1998,Racing,Activision,0.68,0.47,0.0,0.08,1.23,7.4,0.8020015854720274
WiiU,2014,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,8.3,0.8020015854720274
NES,1986,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,7.7,0.8020015854720274
GBA,2004,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,9.1,0.8020015854720274
X360,2008,Misc,Activision,1.0,0.13,0.0,0.1,1.23,6.7,0.8020015854720274
GBA,2003,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,7.5,0.8020015854720274
PS3,2006,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,7.3,0.8020015854720274
Wii,2007,Action,D3Publisher,0.54,0.55,0.0,0.13,1.23,7.7,0.8020015854720274
PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,7.8,0.8020015854720274
PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,8.2,0.7975071958841881
DS,2007,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,7.5,0.7975071958841881
GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,8.5,0.7975071958841881
PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,7.5,0.7975071958841881
NES,1984,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,7.5,0.7975071958841881
GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22,7.1,0.7975071958841881
GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22,7.1,0.7975071958841881
PS2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22,7.6,0.7975071958841881
PS,1997,Sports,Electronic Arts,1.13,0.05,0.0,0.03,1.22,7.4,0.7975071958841881
PS,1997,Role-Playing,SquareSoft,0.0,0.0,1.14,0.08,1.22,7.8,0.7975071958841881
GBA,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,9.5,0.7975071958841881
PS,1996,Simulation,Maxis,0.68,0.46,0.0,0.08,1.22,7.5,0.7975071958841881
XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,8.3,0.7975071958841881
PS,1998,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22,7.6,0.7975071958841881
PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,7.8,0.7975071958841881
PS2,2007,Racing,Unknown,0.6,0.46,0.0,0.16,1.22,8.7,0.7975071958841881
PS2,2006,Racing,THQ,1.01,0.04,0.0,0.16,1.21,8.4,0.7929925155296614
XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,6.9,0.7929925155296614
XB,2004,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,7.8,0.7929925155296614
DS,2007,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,7.7,0.7929925155296614
PSP,2005,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,8.5,0.7929925155296614
3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,8.1,0.7929925155296614
PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,8.6,0.7929925155296614
PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21,7.4,0.7929925155296614
PS,1999,Action,LucasArts,0.66,0.48,0.01,0.06,1.21,7.4,0.7929925155296614
PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,9.0,0.7929925155296614
SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21,7.7,0.7929925155296614
PS,2001,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21,7.8,0.7929925155296614
GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,9.0,0.7929925155296614
PS3,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,8.3,0.7929925155296614
PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,7.6,0.7929925155296614
XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,5.1,0.7929925155296614
GBA,2007,Misc,Unknown,0.87,0.32,0.0,0.02,1.21,7.1,0.7929925155296614
PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,7.7,0.7929925155296614
PS,1997,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21,7.4,0.7929925155296614
Wii,2008,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,8.6,0.7929925155296614
PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2,7.4,0.7884573603642702
PS2,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,5.1,0.7884573603642702
Wii,2007,Simulation,Electronic Arts,0.44,0.63,0.0,0.14,1.2,8.2,0.7884573603642702
PSP,2006,Sports,Electronic Arts,0.25,0.64,0.0,0.31,1.2,7.4,0.7884573603642702
PS2,2004,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,8.4,0.7884573603642702
PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,7.1,0.7884573603642702
PC,2014,Simulation,Focus Home Interactive,0.08,1.04,0.0,0.07,1.2,7.5,0.7884573603642702
GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,9.1,0.7884573603642702
DC,1999,Sports,Sega,1.12,0.05,0.0,0.02,1.2,7.4,0.7884573603642702
GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,7.4,0.7884573603642702
NES,1986,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,7.4,0.7884573603642702
NES,1986,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,7.7,0.7884573603642702
SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2,7.6,0.7884573603642702
XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2,7.1,0.7884573603642702
PSP,2006,Racing,THQ,0.72,0.28,0.0,0.2,1.2,7.0,0.7884573603642702
PS2,2001,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,8.5,0.7884573603642702
PSP,2010,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,5.4,0.7884573603642702
PS,1997,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19,7.5,0.7839015438284094
GBA,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19,6.8,0.7839015438284094
PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,7.5,0.7839015438284094
WiiU,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,8.6,0.7839015438284094
GBA,2002,Platform,THQ,0.92,0.23,0.0,0.04,1.19,7.7,0.7839015438284094
Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,8.4,0.7839015438284094
XOne,2015,Shooter,Activision,0.85,0.23,0.0,0.12,1.19,5.2,0.7839015438284094
PS2,2006,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,8.6,0.7839015438284094
NES,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19,7.7,0.7839015438284094
N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19,7.4,0.7839015438284094
PS,1999,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19,7.4,0.7839015438284094
XB,2007,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19,8.0,0.7839015438284094
Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.11,1.19,7.1,0.7839015438284094
PSP,2007,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,7.8,0.7839015438284094
GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19,7.3,0.7839015438284094
GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,7.8,0.7839015438284094
DS,2006,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,7.9,0.7839015438284094
PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,8.2,0.7793248768009976
PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18,7.6,0.7793248768009976
DS,2009,Action,Activision,0.65,0.42,0.0,0.11,1.18,7.4,0.7793248768009976
3DS,2012,Sports,Sega,0.18,0.64,0.27,0.09,1.18,7.4,0.7793248768009976
2600,1982,Racing,Atari,1.1,0.07,0.0,0.01,1.18,7.4,0.7793248768009976
PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,7.9,0.7793248768009976
GB,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,7.4,0.7793248768009976
DC,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,9.4,0.7793248768009976
NES,1988,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18,7.4,0.7793248768009976
X360,2012,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,7.7,0.7793248768009976
GBA,2001,Sports,Activision,0.85,0.31,0.0,0.02,1.18,7.5,0.7793248768009976
PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,6.5,0.7793248768009976
SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,7.7,0.7793248768009976
PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17,7.5,0.7747271675523681
PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,8.7,0.7747271675523681
PS2,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,8.8,0.7747271675523681
PS3,2012,Action,Capcom,0.48,0.24,0.36,0.1,1.17,4.9,0.7747271675523681
NES,1990,Platform,Capcom,0.68,0.1,0.39,0.0,1.17,7.7,0.7747271675523681
PSP,2008,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,7.6,0.7747271675523681
Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,7.2,0.7747271675523681
PS3,2011,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,6.9,0.7747271675523681
PS4,2015,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17,7.4,0.7747271675523681
SNES,1993,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17,7.8,0.7747271675523681
N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17,7.4,0.7747271675523681
PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,8.4,0.7747271675523681
PC,2015,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17,7.9,0.7747271675523681
PC,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,8.6,0.7747271675523681
PS,1998,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17,7.4,0.7747271675523681
PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,8.1,0.7747271675523681
PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,7.4,0.7747271675523681
XB,2003,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,5.8,0.7747271675523681
PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,7.3,0.7747271675523681
PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.08,1.17,5.3,0.7747271675523681
PS,1996,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17,7.4,0.7747271675523681
GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,8.0,0.7747271675523681
PS3,2011,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,7.3,0.7701082216960736
PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,8.9,0.7701082216960736
PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,6.3,0.7701082216960736
PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,7.9,0.7701082216960736
X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,7.6,0.7701082216960736
PS3,2006,Platform,Sega,0.41,0.06,0.04,0.66,1.16,4.1,0.7701082216960736
PS2,2001,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,8.5,0.7701082216960736
GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,7.8,0.7701082216960736
SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16,7.4,0.7701082216960736
N64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,7.4,0.7701082216960736
SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16,7.7,0.7701082216960736
PS,1997,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,7.4,0.7701082216960736
X360,2011,Sports,Ubisoft,0.7,0.36,0.0,0.1,1.16,7.6,0.7701082216960736
XOne,2013,Sports,Electronic Arts,0.41,0.66,0.0,0.09,1.16,5.8,0.7701082216960736
PSP,2007,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,8.0,0.7701082216960736
XB,2005,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,7.4,0.7701082216960736
X360,2010,Shooter,City Interactive,0.54,0.5,0.0,0.12,1.16,5.8,0.7701082216960736
DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,1.15,8.2,0.7654678421395714
PC,2008,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,8.1,0.7654678421395714
PS2,2001,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,8.3,0.7654678421395714
PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,7.3,0.7654678421395714
PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,3.4,0.7654678421395714
Wii,2008,Platform,Nintendo,0.59,0.31,0.15,0.1,1.15,7.7,0.7654678421395714
PC,2012,Sports,Sega,0.0,0.95,0.0,0.21,1.15,6.7,0.7654678421395714
2600,1980,Misc,Activision,1.07,0.07,0.0,0.01,1.15,7.1,0.7654678421395714
X360,2012,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.15,5.4,0.7654678421395714
GB,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,7.5,0.7654678421395714
SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15,7.4,0.7654678421395714
NES,1986,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,7.4,0.7654678421395714
DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15,7.1,0.7654678421395714
PSP,2009,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,7.9,0.7654678421395714
GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,8.3,0.7654678421395714
PC,2007,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,8.5,0.7654678421395714
SNES,1993,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15,7.8,0.7654678421395714
PS2,2003,Platform,THQ,0.56,0.44,0.0,0.15,1.15,9.0,0.7654678421395714
PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,1.15,5.1,0.7654678421395714
PS,1998,Shooter,Success,0.64,0.43,0.0,0.07,1.15,7.4,0.7654678421395714
PS,1997,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15,7.5,0.7654678421395714
PS,2000,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14,7.4,0.76080582903376
PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,8.4,0.76080582903376
PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,9.1,0.76080582903376
PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,8.5,0.76080582903376
PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,7.5,0.76080582903376
PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,7.5,0.76080582903376
3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,7.1,0.76080582903376
PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,6.6,0.76080582903376
PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,9.0,0.76080582903376
DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,7.4,0.76080582903376
GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,7.4,0.76080582903376
N64,1998,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14,7.4,0.76080582903376
NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,7.4,0.76080582903376
SNES,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,7.5,0.76080582903376
XB,2003,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,9.1,0.76080582903376
GBA,2005,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14,7.4,0.76080582903376
PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,8.8,0.76080582903376
PS2,2005,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14,7.8,0.76080582903376
PS3,2010,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14,7.4,0.76080582903376
PS3,2011,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,7.7,0.76080582903376
XOne,2014,Shooter,Microsoft Game Studios,0.63,0.4,0.0,0.1,1.14,7.7,0.76080582903376
PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,8.8,0.76080582903376
GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,7.4,0.76080582903376
PS4,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,8.2,0.76080582903376
XB,2002,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,8.0,0.7561219797213337
Wii,2009,Sports,Electronic Arts,0.76,0.27,0.0,0.1,1.13,7.4,0.7561219797213337
PS,1999,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13,7.4,0.7561219797213337
GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02,1.13,4.7,0.7561219797213337
PS4,2016,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,7.8,0.7561219797213337
3DS,2011,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,6.1,0.7561219797213337
XB,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,8.6,0.7561219797213337
NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,7.7,0.7561219797213337
PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,7.8,0.7561219797213337
X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.13,6.8,0.7561219797213337
PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,8.1,0.7561219797213337
PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13,7.1,0.7561219797213337
3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,8.6,0.7561219797213337
GBA,2005,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13,7.8,0.7561219797213337
PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,5.9,0.7561219797213337
3DS,2015,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,7.6,0.7514160886839212
2600,1982,Shooter,Atari,1.05,0.06,0.0,0.01,1.12,7.4,0.7514160886839212
PS2,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12,7.6,0.7514160886839212
